instance,n,Q,horizon,solver,cost,templates,solve_seconds,wall_seconds
Instances/Instances 1/eg7146_09.gt,7145,100.0,86400.0,PTVRP_LAYERED,5826631.0,1083,0.007029800,0.020324
Instances/Instances 1/eg7146_10.gt,7145,100.0,86400.0,PTVRP_LAYERED,5907892.0,1080,0.006345300,0.017963
Instances/Instances 1/ei8246_01.gt,8245,100.0,86400.0,PTVRP_LAYERED,6036095.0,1381,0.006852299,0.022148
Instances/Instances 1/ei8246_02.gt,8245,100.0,86400.0,PTVRP_LAYERED,5995436.0,1336,0.006793700,0.021025
Instances/Instances 1/ei8246_03.gt,8245,100.0,86400.0,PTVRP_LAYERED,6008994.0,1350,0.006809399,0.021864
Instances/Instances 1/ei8246_04.gt,8245,100.0,86400.0,PTVRP_LAYERED,5992487.0,1319,0.006816099,0.019074
Instances/Instances 1/ei8246_05.gt,8245,100.0,86400.0,PTVRP_LAYERED,6005246.0,1338,0.006820800,0.018678
Instances/Instances 1/ei8246_06.gt,8245,100.0,86400.0,PTVRP_LAYERED,6000276.0,1357,0.006797600,0.020799
Instances/Instances 1/ei8246_07.gt,8245,100.0,86400.0,PTVRP_LAYERED,6028694.0,1362,0.006789999,0.021493
Instances/Instances 1/ei8246_08.gt,8245,100.0,86400.0,PTVRP_LAYERED,5970521.0,1391,0.006784100,0.021634
Instances/Instances 1/ei8246_09.gt,8245,100.0,86400.0,PTVRP_LAYERED,6045797.0,1386,0.006818500,0.019609
Instances/Instances 1/ei8246_10.gt,8245,100.0,86400.0,PTVRP_LAYERED,5925891.0,1359,0.006845599,0.021939
Instances/Instances 1/eil101_01.gt,100,100.0,86400.0,PTVRP_LAYERED,1941.0,30,0.000049200,0.007808
Instances/Instances 1/eil101_02.gt,100,100.0,86400.0,PTVRP_LAYERED,1871.0,29,0.000049500,0.007469
Instances/Instances 1/eil101_03.gt,100,100.0,86400.0,PTVRP_LAYERED,1933.0,29,0.000049700,0.006779
Instances/Instances 1/eil101_04.gt,100,100.0,86400.0,PTVRP_LAYERED,1815.0,29,0.000046100,0.007014
Instances/Instances 1/eil101_05.gt,100,100.0,86400.0,PTVRP_LAYERED,1975.0,32,0.000052700,0.006656
Instances/Instances 1/eil101_06.gt,100,100.0,86400.0,PTVRP_LAYERED,1791.0,29,0.000044200,0.006909
Instances/Instances 1/eil101_07.gt,100,100.0,86400.0,PTVRP_LAYERED,1837.0,27,0.000048500,0.006764
Instances/Instances 1/eil101_08.gt,100,100.0,86400.0,PTVRP_LAYERED,1917.0,28,0.000049400,0.006296
Instances/Instances 1/eil101_09.gt,100,100.0,86400.0,PTVRP_LAYERED,1861.0,29,0.000050000,0.006993
Instances/Instances 1/eil101_10.gt,100,100.0,86400.0,PTVRP_LAYERED,1990.0,32,0.000050600,0.006533
Instances/Instances 1/eil51_01.gt,50,100.0,86400.0,PTVRP_LAYERED,941.0,15,0.000017400,0.007517
Instances/Instances 1/eil51_02.gt,50,100.0,86400.0,PTVRP_LAYERED,1005.0,16,0.000017900,0.007218
Instances/Instances 1/eil51_03.gt,50,100.0,86400.0,PTVRP_LAYERED,942.0,16,0.000017500,0.007785
