instance,n,Q,horizon,solver,cost,templates,max_m,seconds,K_full_tour,K_allocated,max_layer_used,layer_iterations,eff_K,revived_arcs,revived_starts,revived_improving,infeasible_skips,unsafe_pops,blocked_pops,unsorted_queries,arcs_scanned,arcs_unsound_stop,gap_vs_first
Instances/Instances 1/d198_02.gt,197,100.0,86400.0,PTVRP_LINEAR,213457.0,5,16,0.0057,,,,,,,,,,,,,,,
Instances/Instances 1/d198_03.gt,197,100.0,86400.0,PTVRP_LINEAR,260234.0,4,19,0.0055,,,,,,,,,,,,,,,
Instances/Instances 1/d198_04.gt,197,100.0,86400.0,PTVRP_LINEAR,260636.0,4,19,0.0052,,,,,,,,,,,,,,,
Instances/Instances 1/d198_05.gt,197,100.0,86400.0,PTVRP_LINEAR,256204.0,4,20,0.0048,,,,,,,,,,,,,,,
Instances/Instances 1/d198_06.gt,197,100.0,86400.0,PTVRP_LINEAR,247628.0,4,19,0.0051,,,,,,,,,,,,,,,
Instances/Instances 1/d198_07.gt,197,100.0,86400.0,PTVRP_LINEAR,234165.0,4,19,0.0046,,,,,,,,,,,,,,,
Instances/Instances 1/d198_08.gt,197,100.0,86400.0,PTVRP_LINEAR,213280.0,5,18,0.0046,,,,,,,,,,,,,,,
Instances/Instances 1/d198_09.gt,197,100.0,86400.0,PTVRP_LINEAR,239134.0,4,18,0.0057,,,,,,,,,,,,,,,
Instances/Instances 1/d198_10.gt,197,100.0,86400.0,PTVRP_LINEAR,220579.0,5,16,0.0056,,,,,,,,,,,,,,,
Instances/Instances 1/d2103_01.gt,2102,100.0,86400.0,PTVRP_LINEAR,2259986.0,41,21,0.0072,,,,,,,,,,,,,,,
Instances/Instances 1/d2103_02.gt,2102,100.0,86400.0,PTVRP_LINEAR,2298431.0,39,20,0.0078,,,,,,,,,,,,,,,
Instances/Instances 1/d2103_03.gt,2102,100.0,86400.0,PTVRP_LINEAR,2342060.0,38,20,0.0069,,,,,,,,,,,,,,,
Instances/Instances 1/d2103_04.gt,2102,100.0,86400.0,PTVRP_LINEAR,2369075.0,37,21,0.0068,,,,,,,,,,,,,,,
Instances/Instances 1/d2103_05.gt,2102,100.0,86400.0,PTVRP_LINEAR,2335373.0,39,20,0.0057,,,,,,,,,,,,,,,
Instances/Instances 1/d2103_06.gt,2102,100.0,86400.0,PTVRP_LINEAR,2323735.0,38,19,0.0061,,,,,,,,,,,,,,,
Instances/Instances 1/d2103_07.gt,2102,100.0,86400.0,PTVRP_LINEAR,2344323.0,38,20,0.006,,,,,,,,,,,,,,,
Instances/Instances 1/d2103_08.gt,2102,100.0,86400.0,PTVRP_LINEAR,2369433.0,38,19,0.0061,,,,,,,,,,,,,,,
Instances/Instances 1/d2103_09.gt,2102,100.0,86400.0,PTVRP_LINEAR,2351975.0,36,22,0.0062,,,,,,,,,,,,,,,
Instances/Instances 1/d2103_10.gt,2102,100.0,86400.0,PTVRP_LINEAR,2369781.0,37,21,0.0072,,,,,,,,,,,,,,,
Instances/Instances 1/d493_01.gt,492,100.0,86400.0,PTVRP_LINEAR,585251.0,11,17,0.0056,,,,,,,,,,,,,,,
Instances/Instances 1/d493_02.gt,492,100.0,86400.0,PTVRP_LINEAR,509337.0,12,15,0.005,,,,,,,,,,,,,,,
Instances/Instances 1/d493_03.gt,492,100.0,86400.0,PTVRP_LINEAR,615089.0,10,20,0.0044,,,,,,,,,,,,,,,
Instances/Instances 1/d493_04.gt,492,100.0,86400.0,PTVRP_LINEAR,582220.0,10,20,0.0054,,,,,,,,,,,,,,,
Instances/Instances 1/d493_05.gt,492,100.0,86400.0,PTVRP_LINEAR,582059.0,11,19,0.0062,,,,,,,,,,,,,,,
Instances/Instances 1/d493_06.gt,492,100.0,86400.0,PTVRP_LINEAR,583057.0,11,20,0.0061,,,,,,,,,,,,,,,
Instances/Instances 1/d493_07.gt,492,100.0,86400.0,PTVRP_LINEAR,558323.0,12,14,0.0051,,,,,,,,,,,,,,,
Instances/Instances 1/d493_08.gt,492,100.0,86400.0,PTVRP_LINEAR,578036.0,10,20,0.0057,,,,,,,,,,,,,,,
Instances/Instances 1/d493_09.gt,492,100.0,86400.0,PTVRP_LINEAR,544215.0,12,15,0.0058,,,,,,,,,,,,,,,
Instances/Instances 1/d493_10.gt,492,100.0,86400.0,PTVRP_LINEAR,566845.0,11,18,0.0045,,,,,,,,,,,,,,,
Instances/Instances 1/d657_01.gt,656,100.0,86400.0,PTVRP_LINEAR,838676.0,15,16,0.0049,,,,,,,,,,,,,,,
Instances/Instances 1/d657_02.gt,656,100.0,86400.0,PTVRP_LINEAR,892845.0,14,15,0.005,,,,,,,,,,,,,,,
Instances/Instances 1/d657_03.gt,656,100.0,86400.0,PTVRP_LINEAR,856120.0,16,14,0.006,,,,,,,,,,,,,,,
Instances/Instances 1/d657_04.gt,656,100.0,86400.0,PTVRP_LINEAR,886258.0,15,15,0.0074,,,,,,,,,,,,,,,
Instances/Instances 1/d657_05.gt,656,100.0,86400.0,PTVRP_LINEAR,880916.0,16,15,0.0052,,,,,,,,,,,,,,,
Instances/Instances 1/d657_06.gt,656,100.0,86400.0,PTVRP_LINEAR,851172.0,15,15,0.0049,,,,,,,,,,,,,,,
Instances/Instances 1/d657_07.gt,656,100.0,86400.0,PTVRP_LINEAR,812782.0,17,14,0.0055,,,,,,,,,,,,,,,
Instances/Instances 1/d657_08.gt,656,100.0,86400.0,PTVRP_LINEAR,929783.0,15,18,0.0053,,,,,,,,,,,,,,,
Instances/Instances 1/d657_09.gt,656,100.0,86400.0,PTVRP_LINEAR,894180.0,15,16,0.005,,,,,,,,,,,,,,,
Instances/Instances 1/d657_10.gt,656,100.0,86400.0,PTVRP_LINEAR,877041.0,15,17,0.0049,,,,,,,,,,,,,,,
Instances/Instances 1/dj38_01.gt,37,100.0,86400.0,PTVRP_LINEAR,71972.0,2,10,0.0048,,,,,,,,,,,,,,,
Instances/Instances 1/dj38_02.gt,37,100.0,86400.0,PTVRP_LINEAR,71972.0,2,10,0.0044,,,,,,,,,,,,,,,
