instance,n,Q,horizon,solver,cost,templates,max_m,seconds,K_full_tour,K_allocated,max_layer_used,layer_iterations,eff_K,revived_arcs,revived_starts,revived_improving,infeasible_skips,unsafe_pops,blocked_pops,unsorted_queries,arcs_scanned,arcs_unsound_stop,gap_vs_first
Instances/Instances 1/d18512_07.gt,18511,10000.0,86400.0,PTVRP_CONT,848838.0,51,1,1.4639,,,,,,0,,0,,,,,,,
Instances/Instances 1/d18512_08.gt,18511,20000.0,86400.0,PTVRP_CONT,741916.0,26,1,1.4875,,,,,,1,,1,,,,,,,
Instances/Instances 1/d18512_09.gt,18511,50000.0,86400.0,PTVRP_CONT,677542.0,11,1,1.4493,,,,,,1,,1,,,,,,,
Instances/Instances 1/d18512_10.gt,18511,100000.0,86400.0,PTVRP_CONT,672457.0,9,1,1.541,,,,,,1,,1,,,,,,,
Instances/Instances 1/d198_01.gt,197,100.0,86400.0,PTVRP_CONT,87758.0,48,2,0.0034,,,,,,0,,0,,,,,,,
Instances/Instances 1/d198_02.gt,197,200.0,86400.0,PTVRP_CONT,50344.0,28,1,0.0028,,,,,,0,,0,,,,,,,
Instances/Instances 1/d198_03.gt,197,500.0,86400.0,PTVRP_CONT,28510.0,12,1,0.0028,,,,,,0,,0,,,,,,,
Instances/Instances 1/d198_04.gt,197,1000.0,86400.0,PTVRP_CONT,20609.0,6,1,0.0025,,,,,,0,,0,,,,,,,
Instances/Instances 1/d198_05.gt,197,2000.0,86400.0,PTVRP_CONT,17770.0,3,1,0.0025,,,,,,0,,0,,,,,,,
Instances/Instances 1/d198_06.gt,197,5000.0,86400.0,PTVRP_CONT,17527.0,1,1,0.0025,,,,,,0,,0,,,,,,,
Instances/Instances 1/d198_07.gt,197,10000.0,86400.0,PTVRP_CONT,17527.0,1,1,0.0024,,,,,,0,,0,,,,,,,
Instances/Instances 1/d198_08.gt,197,20000.0,86400.0,PTVRP_CONT,17527.0,1,1,0.0024,,,,,,0,,0,,,,,,,
Instances/Instances 1/d198_09.gt,197,50000.0,86400.0,PTVRP_CONT,17527.0,1,1,0.0024,,,,,,0,,0,,,,,,,
Instances/Instances 1/d198_10.gt,197,100000.0,86400.0,PTVRP_CONT,17527.0,1,1,0.0025,,,,,,0,,0,,,,,,,
Instances/Instances 1/d2103_01.gt,2102,100.0,86400.0,PTVRP_CONT,1406040.0,385,4,0.0236,,,,,,0,,0,,,,,,,
Instances/Instances 1/d2103_02.gt,2102,200.0,86400.0,PTVRP_CONT,723617.0,260,3,0.0241,,,,,,0,,0,,,,,,,
Instances/Instances 1/d2103_03.gt,2102,500.0,86400.0,PTVRP_CONT,332914.0,114,1,0.0242,,,,,,0,,0,,,,,,,
Instances/Instances 1/d2103_04.gt,2102,1000.0,86400.0,PTVRP_CONT,199704.0,56,1,0.0231,,,,,,0,,0,,,,,,,
Instances/Instances 1/d2103_05.gt,2102,2000.0,86400.0,PTVRP_CONT,132584.0,31,1,0.0244,,,,,,0,,0,,,,,,,
Instances/Instances 1/d2103_06.gt,2102,5000.0,86400.0,PTVRP_CONT,100628.0,11,1,0.0251,,,,,,0,,0,,,,,,,
Instances/Instances 1/d2103_07.gt,2102,10000.0,86400.0,PTVRP_CONT,91251.0,6,1,0.0259,,,,,,0,,0,,,,,,,
Instances/Instances 1/d2103_08.gt,2102,20000.0,86400.0,PTVRP_CONT,86881.0,3,1,0.0265,,,,,,0,,0,,,,,,,
Instances/Instances 1/d2103_09.gt,2102,50000.0,86400.0,PTVRP_CONT,84458.0,2,1,0.027,,,,,,0,,0,,,,,,,
Instances/Instances 1/d2103_10.gt,2102,100000.0,86400.0,PTVRP_CONT,84457.0,1,1,0.0271,,,,,,0,,0,,,,,,,
Instances/Instances 1/d493_01.gt,492,100.0,86400.0,PTVRP_CONT,218874.0,121,3,0.0042,,,,,,0,,0,,,,,,,
Instances/Instances 1/d493_02.gt,492,200.0,86400.0,PTVRP_CONT,117917.0,63,2,0.004,,,,,,0,,0,,,,,,,
Instances/Instances 1/d493_03.gt,492,500.0,86400.0,PTVRP_CONT,66689.0,27,1,0.0041,,,,,,0,,0,,,,,,,
Instances/Instances 1/d493_04.gt,492,1000.0,86400.0,PTVRP_CONT,50395.0,14,1,0.0039,,,,,,0,,0,,,,,,,
Instances/Instances 1/d493_05.gt,492,2000.0,86400.0,PTVRP_CONT,42464.0,7,1,0.0038,,,,,,0,,0,,,,,,,
Instances/Instances 1/d493_06.gt,492,5000.0,86400.0,PTVRP_CONT,38646.0,4,1,0.0037,,,,,,0,,0,,,,,,,
Instances/Instances 1/d493_07.gt,492,10000.0,86400.0,PTVRP_CONT,37916.0,2,1,0.0036,,,,,,0,,0,,,,,,,
Instances/Instances 1/d493_08.gt,492,20000.0,86400.0,PTVRP_CONT,37734.0,1,1,0.0036,,,,,,0,,0,,,,,,,
Instances/Instances 1/d493_09.gt,492,50000.0,86400.0,PTVRP_CONT,37734.0,1,1,0.0036,,,,,,0,,0,,,,,,,
Instances/Instances 1/d493_10.gt,492,100000.0,86400.0,PTVRP_CONT,37734.0,1,1,0.0036,,,,,,0,,0,,,,,,,
Instances/Instances 1/d657_01.gt,656,100.0,86400.0,PTVRP_CONT,374201.0,152,2,0.0052,,,,,,0,,0,,,,,,,
Instances/Instances 1/d657_02.gt,656,200.0,86400.0,PTVRP_CONT,209715.0,90,2,0.0054,,,,,,0,,0,,,,,,,
Instances/Instances 1/d657_03.gt,656,500.0,86400.0,PTVRP_CONT,109006.0,36,1,0.0048,,,,,,0,,0,,,,,,,
Instances/Instances 1/d657_04.gt,656,1000.0,86400.0,PTVRP_CONT,78389.0,19,1,0.0048,,,,,,0,,0,,,,,,,
Instances/Instances 1/d657_05.gt,656,2000.0,86400.0,PTVRP_CONT,62326.0,10,1,0.0048,,,,,,0,,0,,,,,,,
Instances/Instances 1/d657_06.gt,656,5000.0,86400.0,PTVRP_CONT,53349.0,4,1,0.005,,,,,,0,,0,,,,,,,
Instances/Instances 1/d657_07.gt,656,10000.0,86400.0,PTVRP_CONT,52507.0,2,1,0.0048,,,,,,0,,0,,,,,,,
Instances/Instances 1/d657_08.gt,656,20000.0,86400.0,PTVRP_CONT,52008.0,1,1,0.0048,,,,,,0,,0,,,,,,,
Instances/Instances 1/d657_09.gt,656,50000.0,86400.0,PTVRP_CONT,52008.0,1,1,0.0047,,,,,,0,,0,,,,,,,
Instances/Instances 1/d657_10.gt,656,100000.0,86400.0,PTVRP_CONT,52008.0,1,1,0.0047,,,,,,0,,0,,,,,,,
Instances/Instances 1/dj38_01.gt,37,100.0,86400.0,PTVRP_CONT,17501.0,12,2,0.0023,,,,,,0,,0,,,,,,,
